,ES_FRONT_CALENDAR_2D,NQ_FRONT_CALENDAR_2D,RTY_FRONT_CALENDAR_2D,ZT_FRONT_VOLUME,ZF_FRONT_VOLUME,ZN_FRONT_VOLUME,UB_FRONT_VOLUME,SR3_FRONT_CALENDAR,CL_FRONT_VOLUME,GC_FRONT_VOLUME,6E_FRONT_CALENDAR,6B_FRONT_CALENDAR,6J_FRONT_CALENDAR
2024-01-05,0.08017491316648537,-0.008547284353330827,0.03118437310407189,0.9768789504194917,0.7352107845303244,0.36343660818653284,0.11763860715181727,-0.45238115189001,-0.16150883076686326,-0.14091427896644243,-0.47861063469641413,-0.21875190216734525,-0.23476168060087124
2024-01-12,0.09721069414295413,0.01731689875979026,0.02267110558719042,0.9553166414311753,0.7380838977103948,0.36821087783250955,0.10993699093139812,-0.4807088965171615,-0.16121200129956723,-0.14773689948351715,-0.4536489212501986,-0.2090501988546277,-0.23889597619951522
2024-01-19,0.13405797608471165,0.05868709453428416,0.03236797963092092,0.9304039387777837,0.6963652257529402,0.3521283167547578,0.09242989273949914,-0.4681421187387735,-0.16186870651012647,-0.15598796379050203,-0.4352810144205616,-0.2132206922755738,-0.2690590799895647
2024-01-26,0.20315071827743797,0.11027644007634031,0.067195899183029,0.8481151036716571,0.6197800152051937,0.3090116099422318,0.06767132943656776,-0.4547023286920943,-0.15676429380570867,-0.17997717106603775,-0.4611537342918777,-0.22510690290333513,-0.29709445344848834
2024-02-02,0.25495389175735966,0.1462510720459946,0.11013999985994466,0.754558691090344,0.556189062815744,0.2745800767643607,0.05975014661028226,-0.4021092869592911,-0.1595532848122835,-0.19730507077544737,-0.4980030400660228,-0.271725299633772,-0.3148810768091538
2024-02-09,0.31478596573375267,0.18841342117421744,0.12471739744716907,0.6848528336069549,0.4994525051877268,0.2384365523004058,0.052573331722210466,-0.32541439830634267,-0.15588004542851178,-0.2234402985744607,-0.5650188608783779,-0.2865348593266453,-0.34047953031322414
2024-02-16,0.3680874693201143,0.218530479949766,0.15009341092927794,0.6003259199151348,0.4309654531065881,0.19614872778760317,0.041322372398203217,-0.30752915824476157,-0.1331095738363916,-0.2430772146892263,-0.6215318635042698,-0.31914891815287866,-0.37012943816578375
2024-02-23,0.4186160494221919,0.24673353273521026,0.17953865898791335,0.5447038528041648,0.3715585581108251,0.15467185828796595,0.035865717944573126,-0.20375581664242368,-0.13039653574242296,-0.2676473258350866,-0.6826633247955672,-0.3207039382774751,-0.44314483041418
2024-03-01,0.45525700879309117,0.26853126342044736,0.1924568879831581,0.5429854308271387,0.30813639795897774,0.11039198183415896,0.03856607744440443,-0.09384848499200257,-0.12661412702860572,-0.2377476119089115,-0.7519884504575924,-0.3172632517284193,-0.5562130256230927
2024-03-08,0.47231671101950784,0.2570757858887843,0.21855855699250226,0.5634335547137983,0.2612176677279833,0.06954857477585415,0.03810421927786093,-0.02863656787240848,-0.12464107250317262,-0.175615038568145,-0.8575315144057422,-0.2830747520530101,-0.6502459842012303
